Gender,MaritalStatus,Age,Accommodation,Faculty,SecSchType ,HealthCondition, LevelOfStudy,LectureAttend,ClassActive,LateFreq,StudyHours,CGPA,TechUtilization,EmpStatus,SocialMedia,StressMang,SadFreq,StudentAssoc,ExtracurricularAct,YearsBefAdmission,FamilySize,SponsorType,SponsorIncome,SponsorSupport, HomeResp,ProgramPref,OnlineResources,TeachStaffComp,QualityOfFacilities,ClassSize,InternetAccess,LecClarification,LecSupport,TeachnApproach,TeachnResources,TopicDensity,LecAbsFreq,LecPuctuality,TeachExperience
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Strongly disagree,Frequently,Twice a week,5-10 hours,2.40 - 3.49,Frequently,No,1-2 hours,Moderate,Sometimes,Yes,Never,Less than 1 year,5-9 members,Parents,"Below N80,000",Low,Frequently,No,Good,Good,Good,No,Disagree,Poor,Poor,Occasionally,Occasionally,Agree,Agree,Agree,Poor
Male,Single,21-25,On-campus,Physical Sciences,Private,No,300,Agree,Occasionally,Almost every day,5-10 hours,1.50 - 2.39,Frequently,Yes,2-3 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,Above 9 members,Guardian,"Below N80,000",Average,Occasionally,No,Good,Good,Average,No,Agree,Good,Good,Always,Occasionally,Agree,Agree,Agree,Excellent
Male,Single,21-25,On-campus,Physical Sciences,Public,No,500,Agree,Occasionally,Rarely,10-15 hours,3.50 - 4.49,Frequently,No,3-4 hours,High,Sometimes,Yes,Occasionally,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",Average,Occasionally,No,Very poor,Good,Average,Yes,Strongly disagree,Good,Good,Frequently,Occasionally,Agree,Agree,Agree,Good
Female,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Disagree,Occasionally,Rarely,Less than 5 hours,3.50 - 4.49,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Frequently,Less than 1 year,1-4 members,Parents,"Below N80,000",Average,Frequently,Yes,Good,Good,Average,Yes,Agree,Average,Good,Frequently,Always,Strongly agree,Agree,Disagree,Good
Male,Married,31-35,Off-campus,Physical Sciences,Private,No,500,Strongly agree,Never,Almost every day,Less than 5 hours,3.50 - 4.49,Frequently,No,2-3 hours,Very low,Very often,Yes,Frequently,1-2 years,Above 9 members,Parents,"N80,000 - N150,000",Average,Frequently,Yes,Very poor,Average,Average,Yes,Disagree,Very poor,Very poor,Never,Never,Strongly agree,Strongly agree,Strongly agree,Very poor
Male,Single,26-30,Off-campus,Social and Management Science,Private,Yes,500,Agree,Frequently,Once a week,Less than 5 hours,1.50 - 2.39,Frequently,Yes,Less than 1 hour,High,Sometimes,No,Frequently,Less than 1 year,Above 9 members,Parents,"Above N150,000",Average,Frequently,Yes,Good,Good,Excellent,Yes,Agree,Good,Average,Always,Frequently,Agree,Agree,Agree,Good
Male,Single,21-25,Off-campus,Social and Management Science,Public,No,500,Disagree,Frequently,Rarely,5-10 hours,2.40 - 3.49,Frequently,No,Less than 1 hour,High,Sometimes,No,Rarely,2-3 years,5-9 members,Guardian,"Above N150,000",High,Occasionally,Yes,Excellent,Excellent,Average,Yes,Agree,Excellent,Good,Always,Always,Agree,Agree,Agree,Good
Male,Single,16-20,Off-campus,Environmental,Private,No,200,Disagree,Frequently,Never,5-10 hours,3.50 - 4.49,Frequently,Yes,Less than 1 hour,Moderate,Never,Yes,Rarely,Less than 1 year,1-4 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Average,Average,Average,Yes,Agree,Excellent,Excellent,Frequently,Frequently,Disagree,Disagree,Disagree,Excellent
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Disagree,Rarely,Rarely,10-15 hours,1.50 - 2.39,Very frequently,Yes,Less than 1 hour,Moderate,Often,Yes,Frequently,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Excellent,Good,Very poor,No,Strongly disagree,Average,Poor,Occasionally,Occasionally,Agree,Disagree,Disagree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Disagree,Occasionally,Rarely,Less than 5 hours,1.50 - 2.39,Occasionally,No,2-3 hours,Low,Sometimes,Yes,Rarely,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",Low,Frequently,No,Average,Poor,Poor,No,Disagree,Poor,Average,Occasionally,Occasionally,Strongly agree,Agree,Agree,Poor
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Disagree,Occasionally,Never,Less than 5 hours,1.50 - 2.39,Frequently,No,2-3 hours,Moderate,Often,Yes,Frequently,Less than 1 year,5-9 members,Guardian,"Above N150,000",High,Occasionally,Yes,Good,Average,Good,No,Agree,Average,Average,Frequently,Frequently,Strongly disagree,Agree,Agree,Average
Male,Single,16-20,On-campus,Physical Sciences,Private,No,300,Strongly disagree,Occasionally,Rarely,5-10 hours,3.50 - 4.49,Very frequently,Yes,2-3 hours,Moderate,Very often,No,Occasionally,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Average,Frequently,Yes,Very poor,Very poor,Very poor,No,Disagree,Very poor,Poor,Never,Never,Strongly agree,Agree,Agree,Poor
Male,Single,26-30,Off-campus,Social and Management Science,Public,No,500,Disagree,Rarely,Rarely,5-10 hours,3.50 - 4.49,Very frequently,No,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,Above 9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Poor,Average,Very poor,Yes,Disagree,Average,Average,Rarely,Never,Agree,Agree,Agree,Average
Male,Single,26-30,Off-campus,Education,Public,No,500,Agree,Frequently,Rarely,10-15 hours,3.50 - 4.49,Frequently,Yes,1-2 hours,Moderate,Sometimes,No,Never,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Very frequently,Yes,Average,Excellent,Average,Yes,Strongly disagree,Good,Good,Frequently,Frequently,Strongly disagree,Strongly disagree,Strongly disagree,Excellent
Female,Single,21-25,Living with family/relatives,Physical Sciences,Private,No,300,Agree,Rarely,Once a week,Less than 5 hours,3.50 - 4.49,Frequently,No,More than 4 hours,Moderate,Often,No,Never,1-2 years,5-9 members,Parents,"Below N80,000",Average,Occasionally,Yes,Poor,Good,Very poor,No,Strongly disagree,Average,Average,Occasionally,Rarely,Agree,Agree,Disagree,Good
Male,Single,26-30,On-campus,Physical Sciences,Public,No,400,Agree,Occasionally,Rarely,More than 20 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Often,No,Never,2-3 years,Above 9 members,Parents,"Below N80,000",High,Frequently,Yes,Good,Good,Very poor,No,Strongly disagree,Good,Good,Frequently,Rarely,Disagree,Agree,Agree,Good
Male,Single,26-30,On-campus,Social and Management Science,Public,No,300,Disagree,Very frequently,Never,10-15 hours,3.50 - 4.49,Very frequently,Yes,2-3 hours,High,Sometimes,No,Never,More than 3 years,Above 9 members,Parents,"N80,000 - N150,000",Average,Occasionally,Yes,Average,Good,Average,Yes,Disagree,Good,Good,Frequently,Always,Disagree,Disagree,Disagree,Good
Female,Single,16-20,On-campus,Social and Management Science,Public,No,200,Strongly disagree,Frequently,Rarely,More than 20 hours,4.50 - 5.00,Occasionally,No,More than 4 hours,Moderate,Sometimes,No,Never,More than 3 years,1-4 members,Parents,"N80,000 - N150,000",Average,Frequently,No,Poor,Poor,Average,Yes,Strongly disagree,Average,Average,Occasionally,Rarely,Agree,Disagree,Disagree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Agree,Frequently,Rarely,10-15 hours,2.40 - 3.49,Frequently,Yes,More than 4 hours,High,Often,Yes,Occasionally,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Low,Very frequently,Yes,Very poor,Average,Poor,Yes,Disagree,Average,Average,Occasionally,Occasionally,Strongly agree,Strongly agree,Strongly agree,Average
Male,Single,26-30,Off-campus,Physical Sciences,Private,No,300,Strongly disagree,Occasionally,Never,15-20 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Moderate,Sometimes,No,Occasionally,2-3 years,Above 9 members,Self-sponsored,"Below N80,000",Average,Frequently,No,Good,Good,Poor,Yes,Strongly disagree,Good,Average,Occasionally,Frequently,Agree,Agree,Agree,Good
Male,Single,26-30,Off-campus,Physical Sciences,Public,No,500,Disagree,Frequently,Rarely,Less than 5 hours,4.50 - 5.00,Frequently,No,More than 4 hours,Moderate,Sometimes,Yes,Rarely,1-2 years,5-9 members,Parents,"Below N80,000",High,Occasionally,Yes,Good,Good,Poor,Yes,Disagree,Good,Good,Occasionally,Always,Disagree,Agree,Agree,Good
Female,Married,36 or above,Living with family/relatives,Life Sciences,Public,No,500,Strongly agree,Occasionally,Once a week,5-10 hours,3.50 - 4.49,Occasionally,Yes,Less than 1 hour,Moderate,Sometimes,No,Rarely,1-2 years,5-9 members,Self-sponsored,"Above N150,000",Average,Frequently,Yes,Poor,Very poor,Poor,Yes,Disagree,Poor,Poor,Rarely,Rarely,Strongly agree,Strongly agree,Agree,Very poor
Male,Single,21-25,On-campus,Environmental,Private,No,200,Disagree,Rarely,Rarely,More than 20 hours,3.50 - 4.49,Frequently,No,1-2 hours,Low,Often,No,Occasionally,Less than 1 year,5-9 members,Guardian,"Below N80,000",Low,Very frequently,Yes,Average,Good,Good,No,Disagree,Good,Good,Frequently,Frequently,Agree,Disagree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,300,Strongly disagree,Occasionally,Rarely,10-15 hours,3.50 - 4.49,Occasionally,No,2-3 hours,High,Sometimes,Yes,Frequently,Less than 1 year,5-9 members,Self-sponsored,"Below N80,000",Low,Occasionally,No,Average,Good,Good,Yes,Agree,Average,Poor,Frequently,Rarely,Agree,Disagree,Agree,Average
Male,Single,21-25,Off-campus,Environmental,Private,No,200,Disagree,Frequently,Never,10-15 hours,2.40 - 3.49,Never,No,1-2 hours,Low,Sometimes,Yes,Occasionally,1-2 years,Above 9 members,Parents,"Below N80,000",Average,Very frequently,Yes,Very poor,Average,Poor,No,Disagree,Average,Average,Rarely,Rarely,Agree,Agree,Disagree,Average
Male,Single,16-20,On-campus,Environmental,Public,No,200,Agree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Very frequently,No,More than 4 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"Below N80,000",Low,Frequently,No,Good,Average,Average,No,Agree,Average,Average,Never,Never,Strongly agree,Strongly agree,Strongly agree,Average
Male,Single,21-25,On-campus,Environmental,Private,No,200,Strongly agree,Rarely,Never,5-10 hours,1.50 - 2.39,Occasionally,No,1-2 hours,Very high,Never,No,Never,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Poor,Good,Average,No,Disagree,Good,Good,Frequently,Occasionally,Disagree,Agree,Agree,Good
Male,Single,26-30,Off-campus,Environmental,Public,No,200,Disagree,Frequently,Never,10-15 hours,3.50 - 4.49,Never,No,Less than 1 hour,Low,Very often,No,Never,Less than 1 year,5-9 members,Self-sponsored,"N80,000 - N150,000",Average,Frequently,Yes,Average,Excellent,Average,Yes,Agree,Good,Good,Occasionally,Always,Disagree,Disagree,Disagree,Good
Male,Single,16-20,On-campus,Environmental,Private,No,200,Disagree,Rarely,Rarely,5-10 hours,3.50 - 4.49,Frequently,No,2-3 hours,High,Sometimes,No,Never,Less than 1 year,Above 9 members,Parents,"Below N80,000",Average,Frequently,Yes,Good,Good,Good,No,Disagree,Average,Good,Frequently,Frequently,Agree,Agree,Disagree,Good
Male,Single,21-25,On-campus,Physical Sciences,Public,No,300,Agree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Frequently,No,2-3 hours,High,Never,No,Rarely,Less than 1 year,5-9 members,Guardian,"N80,000 - N150,000",High,Occasionally,Yes,Good,Good,Average,No,Disagree,Average,Average,Occasionally,Occasionally,Disagree,Agree,Disagree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,500,Agree,Occasionally,Rarely,10-15 hours,3.50 - 4.49,Very frequently,Yes,2-3 hours,High,Sometimes,Yes,Occasionally,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,Yes,Very poor,Good,Very poor,No,Strongly disagree,Good,Good,Frequently,Occasionally,Agree,Agree,Agree,Good
Male,Single,31-35,Off-campus,Physical Sciences,Private,No,500,Agree,Rarely,Once a week,5-10 hours,2.40 - 3.49,Frequently,No,3-4 hours,Moderate,Sometimes,No,Occasionally,Less than 1 year,Above 9 members,Parents,"Above N150,000",High,Occasionally,Yes,Average,Average,Poor,No,Disagree,Good,Average,Occasionally,Occasionally,Disagree,Disagree,Disagree,Good
Female,Single,21-25,On-campus,Engineering,Public,No,500,Agree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Frequently,No,3-4 hours,Moderate,Sometimes,No,Never,1-2 years,1-4 members,Parents,"Below N80,000",Average,Frequently,Yes,Good,Good,Average,No,Disagree,Good,Average,Occasionally,Frequently,Agree,Agree,Agree,Good
Male,Single,26-30,Living with family/relatives,Social and Management Science,Public,No,200,Disagree,Rarely,Rarely,Less than 5 hours,2.40 - 3.49,Frequently,No,1-2 hours,High,Never,No,Never,Less than 1 year,Above 9 members,Self-sponsored,"Below N80,000",Average,Frequently,Yes,Excellent,Good,Average,Yes,Agree,Average,Average,Always,Always,Disagree,Disagree,Disagree,Average
Male,Single,16-20,On-campus,Physical Sciences,Private,No,200,Strongly agree,Occasionally,Twice a week,5-10 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Often,No,Rarely,Less than 1 year,5-9 members,Parents,"Below N80,000",Average,Very frequently,Yes,Average,Excellent,Excellent,Yes,Agree,Excellent,Good,Frequently,Always,Agree,Agree,Agree,Excellent
Male,Single,21-25,Off-campus,Environmental,Private,No,500,Agree,Occasionally,Almost every day,Less than 5 hours,3.50 - 4.49,Very frequently,Yes,More than 4 hours,High,Sometimes,No,Frequently,1-2 years,1-4 members,Parents,"Above N150,000",High,Occasionally,Yes,Average,Good,Poor,No,Disagree,Good,Good,Frequently,Occasionally,Agree,Agree,Disagree,Good
Male,Single,21-25,Off-campus,Environmental,Private,No,500,Strongly disagree,Rarely,Rarely,10-15 hours,3.50 - 4.49,Very frequently,Yes,More than 4 hours,High,Sometimes,Yes,Occasionally,2-3 years,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Very poor,Average,Very poor,No,Strongly disagree,Average,Average,Frequently,Occasionally,Strongly agree,Strongly agree,Strongly agree,Poor
Female,Married,21-25,On-campus,Environmental,Private,No,500,Agree,Rarely,Twice a week,5-10 hours,2.40 - 3.49,Very frequently,Yes,More than 4 hours,Moderate,Often,No,Rarely,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Frequently,Yes,Poor,Poor,Poor,No,Strongly disagree,Very poor,Poor,Rarely,Rarely,Strongly agree,Agree,Agree,Poor
Female,Single,21-25,On-campus,Environmental,Private,No,500,Agree,Frequently,Rarely,5-10 hours,2.40 - 3.49,Occasionally,No,Less than 1 hour,Moderate,Often,Yes,Rarely,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Occasionally,Yes,Poor,Good,Very poor,No,Disagree,Average,Average,Frequently,Occasionally,Disagree,Disagree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,200,Agree,Never,Rarely,5-10 hours,3.50 - 4.49,Very frequently,No,More than 4 hours,High,Sometimes,Yes,Occasionally,1-2 years,Above 9 members,Parents,"Above N150,000",High,Occasionally,Yes,Good,Good,Good,Yes,Agree,Good,Excellent,Always,Always,Agree,Agree,Disagree,Good
Male,Single,16-20,Living with family/relatives,Environmental,Public,No,200,Agree,Rarely,Rarely,5-10 hours,3.50 - 4.49,Very frequently,Yes,3-4 hours,Moderate,Sometimes,Yes,Rarely,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Very frequently,Yes,Good,Good,Average,No,Agree,Good,Excellent,Frequently,Frequently,Strongly agree,Strongly disagree,Agree,Good
Male,Single,21-25,Off-campus,Physical Sciences,Public,No,200,Disagree,Occasionally,Twice a week,10-15 hours,3.50 - 4.49,Occasionally,Yes,More than 4 hours,High,Sometimes,Yes,Rarely,1-2 years,Above 9 members,Self-sponsored,"Below N80,000",Average,Frequently,Yes,Average,Good,Average,No,Agree,Good,Good,Occasionally,Occasionally,Agree,Disagree,Agree,Good
Female,Single,16-20,On-campus,Environmental,Private,No,300,Disagree,Rarely,Once a week,More than 20 hours,3.50 - 4.49,Very frequently,No,2-3 hours,Moderate,Sometimes,No,Never,Less than 1 year,5-9 members,Parents,"Above N150,000",Average,Occasionally,Yes,Average,Average,Poor,No,Strongly disagree,Good,Good,Rarely,Occasionally,Agree,Agree,Agree,Good
Female,Single,26-30,On-campus,Environmental,Public,No,500,Disagree,Occasionally,Never,Less than 5 hours,2.40 - 3.49,Frequently,No,More than 4 hours,Very high,Sometimes,No,Occasionally,More than 3 years,5-9 members,Parents,"N80,000 - N150,000",High,Occasionally,Yes,Average,Average,Very poor,No,Strongly agree,Average,Average,Occasionally,Frequently,Agree,Agree,Agree,Average
Male,Single,26-30,On-campus,Agriculture,Public,No,500,Agree,Occasionally,Once a week,5-10 hours,3.50 - 4.49,Frequently,No,3-4 hours,Moderate,Sometimes,Yes,Occasionally,Less than 1 year,Above 9 members,Parents,"Above N150,000",Average,Occasionally,Yes,Poor,Good,Average,Yes,Disagree,Average,Average,Occasionally,Occasionally,Agree,Agree,Disagree,Good
Male,Single,31-35,Off-campus,Environmental,Private,No,400,Agree,Frequently,Never,Less than 5 hours,2.40 - 3.49,Frequently,Yes,1-2 hours,Moderate,Never,Yes,Occasionally,1-2 years,5-9 members,Parents,"Below N80,000",High,Very frequently,Yes,Average,Average,Very poor,No,Strongly disagree,Average,Good,Occasionally,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Agree,Occasionally,Rarely,5-10 hours,2.40 - 3.49,Frequently,No,2-3 hours,Moderate,Often,No,Occasionally,Less than 1 year,5-9 members,Parents,"N80,000 - N150,000",High,Frequently,No,Poor,Good,Poor,Yes,Disagree,Excellent,Good,Occasionally,Frequently,Agree,Agree,Disagree,Good
Male,Single,26-30,Off-campus,Environmental,Public,No,500,Disagree,Occasionally,Rarely,10-15 hours,2.40 - 3.49,Occasionally,No,2-3 hours,Moderate,Sometimes,No,Occasionally,More than 3 years,5-9 members,Parents,"Above N150,000",Average,Occasionally,Yes,Average,Good,Average,Yes,Agree,Good,Good,Occasionally,Occasionally,Agree,Disagree,Disagree,Good
Male,Single,16-20,Off-campus,Environmental,Private,Yes,200,Agree,Rarely,Once a week,Less than 5 hours,2.40 - 3.49,Frequently,Yes,2-3 hours,Moderate,Often,No,Occasionally,1-2 years,1-4 members,Parents,"Below N80,000",Average,Frequently,Yes,Poor,Average,Poor,No,Disagree,Average,Average,Rarely,Occasionally,Agree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,300,Agree,Rarely,Twice a week,5-10 hours,3.50 - 4.49,Frequently,No,More than 4 hours,Moderate,Often,No,Occasionally,Less than 1 year,5-9 members,Parents,"Below N80,000",High,Frequently,Yes,Average,Good,Good,No,Agree,Good,Good,Occasionally,Frequently,Agree,Agree,Agree,Good
Male,Single,26-30,Off-campus,Environmental,Private,No,500,Agree,Frequently,Once a week,Less than 5 hours,2.40 - 3.49,Frequently,Yes,More than 4 hours,High,Sometimes,Yes,Very frequently,1-2 years,1-4 members,Parents,"N80,000 - N150,000",High,Not at all,Yes,Good,Good,Poor,No,Disagree,Average,Average,Rarely,Rarely,Disagree,Agree,Agree,Average
Male,Single,21-25,Off-campus,Physical Sciences,Private,No,500,Strongly disagree,Frequently,Rarely,10-15 hours,3.50 - 4.49,Very frequently,No,More than 4 hours,Very high,Sometimes,No,Rarely,1-2 years,5-9 members,Parents,"Below N80,000",Average,Not at all,Yes,Very poor,Average,Very poor,No,Strongly disagree,Average,Poor,Rarely,Rarely,Strongly agree,Agree,Strongly agree,Average
Female,Single,16-20,Living with family/relatives,Physical Sciences,Public,No,200,Disagree,Rarely,Rarely,Less than 5 hours,3.50 - 4.49,Frequently,No,More than 4 hours,Moderate,Very often,No,Never,1-2 years,5-9 members,Parents,"Below N80,000",High,Very frequently,Yes,Average,Average,Average,No,Disagree,Poor,Average,Rarely,Rarely,Agree,Agree,Agree,Poor
Female,Single,21-25,On-campus,Environmental,Private,No,500,Strongly disagree,Very frequently,Never,More than 20 hours,3.50 - 4.49,Very frequently,No,1-2 hours,Low,Very often,No,Rarely,Less than 1 year,5-9 members,Parents,"Above N150,000",High,Occasionally,Yes,Very poor,Average,Poor,No,Strongly disagree,Good,Good,Frequently,Occasionally,Disagree,Disagree,Disagree,Good
Male,Single,21-25,Off-campus,Environmental,Private,No,300,Agree,Occasionally,Rarely,5-10 hours,3.50 - 4.49,Frequently,No,3-4 hours,High,Very often,No,Occasionally,1-2 years,5-9 members,Parents,"Below N80,000",Average,Frequently,Yes,Poor,Good,Average,Yes,Agree,Good,Excellent,Occasionally,Frequently,Agree,Disagree,Agree,Good
